Date,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06
2025-12-01,4.919279854955364,4.311285556813654,2.9520209187368067,36.429323031641495,9.758553355759192,0.684049252864458,5.162341611927885,1.50197993310545
2025-12-02,4.852936248161282,4.0761162336822485,2.978203576751645,34.640269821827374,9.634054021282182,0.740862280614949,4.985459829987074,1.4857578457991525
2025-12-03,4.756113662985949,4.154857282412107,2.995777169679526,32.431236924595254,9.670405360972683,0.6689653006989144,5.088259684916822,1.474639583215713
2025-12-04,4.620648492846058,4.203800022623505,2.9870821786054,32.494358731545496,9.516983858759335,0.651289264336053,5.903776461730883,1.5433840895374518
2025-12-05,4.682455952399786,4.0883807470932245,2.9870821786054,34.336652987422944,9.54889895540565,0.6621860105863118,6.147774492453863,1.4964214508669296
2025-12-06,5.5369540898321645,4.2262482505864805,2.9870821786054,46.14651653853002,8.710196819117682,0.591767572079384,6.266137870768806,1.5593782382460286
2025-12-07,5.516801742139316,4.480357738199558,2.9870821786054,45.04095201739682,6.015288556065179,0.3782373384113026,6.033717833386463,1.5164094439286224
2025-12-08,4.995626452088515,3.5532817727830768,2.9968344411359564,37.36057254338728,9.364830496597703,0.6836777723850402,6.322210912534627,1.512518814567397
2025-12-09,4.930566401362083,3.5462528063946595,3.011209931881059,34.60363312720916,9.424116004621071,0.7391445128962723,6.227009567273378,1.5042544687909902
2025-12-10,4.937771133910358,3.5440451192516487,2.9870821786054,31.091821196028096,9.427617245961809,0.6789305605054108,8.050518769236014,1.4890512709425574
2025-12-11,4.927299256912979,3.557228642238572,2.9870821786054,32.32331886501468,9.385690392147893,0.6503483403591663,7.736732917372544,1.4623821686847056
2025-12-12,5.033226348231036,3.5613215094872004,2.9870821786054,34.111504564759244,9.385690392147893,0.6649714471370698,8.662676056861693,1.4939314199889226
2025-12-13,5.688616338150902,4.297931757574213,2.9870821786054,46.56475330761417,8.304426661368899,0.5639255007075022,7.9487973462138335,1.580155487034833
2025-12-14,5.673726007867108,4.614936321772244,2.9870821786054,44.588743927871214,6.182854940807321,0.36712095170913106,7.9487973462138335,1.5238536900267277
2025-12-15,5.139397933656328,3.5514833873199723,2.9968344411359564,37.01656505001891,9.373937501909694,0.6836777723850402,7.9864824285004055,1.512518814567397
2025-12-16,5.050308131729568,3.534917723029107,3.011209931881059,34.70793818799442,9.417453264904477,0.7391445128962723,7.891281083239157,1.5042544687909902
2025-12-17,5.048526617597238,3.5399506121827526,2.9870821786054,30.87286532261051,9.420954506245215,0.6789305605054108,7.891281083239157,1.4890512709425574
2025-12-18,5.041676579017616,3.5531341351696755,2.9870821786054,32.91630985503403,9.385690392147893,0.6503483403591663,7.829833774965703,1.4623821686847056
2025-12-19,5.071252311824562,3.5572270024183044,2.9870821786054,34.163251522162895,9.385690392147893,0.6649714471370698,8.66795651105953,1.4939314199889226
2025-12-20,5.722429565158297,4.297931757574213,2.9870821786054,46.32387789071446,8.304426661368899,0.5639255007075022,7.891281083239157,1.580155487034833
2025-12-21,5.697035739111154,4.603075736976923,2.9870821786054,44.304163269124295,6.183462025041345,0.36712095170913106,7.891281083239157,1.5238536900267277
2025-12-22,5.166285672825256,3.5514833873199723,2.9968344411359564,36.90591152386412,9.373937501909694,0.6836777723850402,7.9864824285004055,1.512518814567397
2025-12-23,5.098734259641224,3.534917723029107,3.011209931881059,34.65281441958945,9.417453264904477,0.7391445128962723,7.891281083239157,1.5042544687909902
2025-12-24,5.065380040983425,3.5399506121827526,2.9870821786054,30.754214899132595,9.420954506245215,0.6789305605054108,7.891281083239157,1.4890512709425574
2025-12-25,5.058530002403804,3.5531341351696755,2.9870821786054,33.14311217981497,9.385690392147893,0.6503483403591663,7.829833774965703,1.4623821686847056
2025-12-26,5.073047605598988,3.5572270024183044,2.9870821786054,34.222473904167146,9.385690392147893,0.6649714471370698,8.66795651105953,1.4939314199889226
2025-12-27,5.722429565158297,4.297931757574213,2.9870821786054,46.323657948867165,8.304426661368899,0.5639255007075022,7.891281083239157,1.580155487034833
2025-12-28,5.692859581567188,4.603075736976923,2.9870821786054,44.31373862150524,6.183462025041345,0.36712095170913106,7.891281083239157,1.5238536900267277
2025-12-29,5.166285672825256,3.5514833873199723,2.9968344411359564,36.92288313917691,9.373937501909694,0.6836777723850402,7.9864824285004055,1.512518814567397
2025-12-30,5.102622856827347,3.534917723029107,3.011209931881059,34.63413336247095,9.417453264904477,0.7391445128962723,7.891281083239157,1.5042544687909902
2025-12-31,5.065380040983425,3.5399506121827526,2.9870821786054,30.754214899132595,9.420954506245215,0.6789305605054108,7.891281083239157,1.4890512709425574
