Date,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06
2025-11-01,5.66353199099048,5.277298676309556,2.94226865620625,41.67782984008217,8.63636557922885,0.5586498221449454,4.9095997573557275,1.5871743939555112
2025-11-02,5.752019444130795,5.1545846498540655,2.9540758234759856,38.11038016190997,6.768912759447287,0.387959812791132,4.863354848959592,1.514980225208258
2025-11-03,4.964526239451702,4.426356216552635,3.0055294322100825,37.51465761832302,9.517519466296807,0.6923419117820148,4.842404267171378,1.5077302850139205
2025-11-04,4.748807778428066,4.173748178406535,3.011209931881059,32.41092391588524,9.443651111324982,0.7521548148635896,5.697322263639333,1.589385681479255
2025-11-05,4.772753737762696,4.127999463084158,2.9870821786054,32.75274021199378,9.553903294846515,0.6789305605054108,6.104021749716376,1.4993537325758557
2025-11-06,4.734283719804149,3.54355183997864,2.9870821786054,34.047641338892824,9.520663721838163,0.6729208742991726,6.02055536918183,1.4557462337075455
2025-11-07,4.664812774173424,3.553840139189226,2.9870821786054,33.19314377760348,9.591452862785733,0.6509780055639207,5.506538621764657,1.4991018284577393
2025-11-08,5.659221605783214,4.39881208884964,2.9870821786054,42.89507566572914,8.34929156417951,0.5639255007075022,6.059683672677258,1.5897786452082012
2025-11-09,5.6167583403337575,4.649605907248828,2.9870821786054,40.60299258547182,6.221840576205052,0.36712095170913106,6.02055536918183,1.5334768482000958
2025-11-10,5.056558577241969,3.5509748517088733,2.9968344411359564,36.6630598740008,9.380600241626288,0.6903444390517068,6.115756714443077,1.5221419727407648
2025-11-11,4.989288013700846,3.5371251383959605,3.011209931881059,33.4197574995913,9.424116004621071,0.745811179562939,7.365663303979512,1.513877626964358
2025-11-12,4.957789552280786,3.5440451192516487,2.9870821786054,30.76697966624505,9.427617245961809,0.6789305605054108,6.8752532455768565,1.4986744291159253
2025-11-13,5.027456478121821,3.553986439503924,2.9870821786054,32.054098878489874,9.385690392147893,0.6503483403591663,7.051877452116046,1.4720053268580737
2025-11-14,5.013697077891971,3.5596318722802396,2.9870821786054,32.16291270873073,9.385690392147893,0.6649714471370698,7.729316346399775,1.5035545781622908
2025-11-15,5.694562088291466,4.3041583473450595,2.9870821786054,43.2491719567982,8.325753950270816,0.5639255007075022,7.2564106168839855,1.5897786452082012
2025-11-16,5.681793960573017,4.610858654504393,2.9870821786054,41.19537502440492,6.204789313943259,0.36712095170913106,7.329892800360245,1.5334768482000958
2025-11-17,5.169390065050537,3.5514833873199723,2.9968344411359564,36.68916477291291,9.373937501909694,0.6903444390517068,7.351611962145233,1.5221419727407648
2025-11-18,5.085199764096124,3.534917723029107,3.011209931881059,33.335425069166696,9.417453264904477,0.745811179562939,7.2564106168839855,1.513877626964358
2025-11-19,5.048526617597238,3.5399506121827526,2.9870821786054,30.143782407725297,9.420954506245215,0.6789305605054108,7.2564106168839855,1.4986744291159253
2025-11-20,5.058530002403804,3.5531341351696755,2.9870821786054,31.484758263100183,9.385690392147893,0.6503483403591663,7.1949633086105305,1.4720053268580737
2025-11-21,5.073047605598988,3.5572270024183044,2.9870821786054,31.720399600826386,9.385690392147893,0.6649714471370698,8.033086044704357,1.5035545781622908
2025-11-22,5.722429565158297,4.297931757574213,2.9870821786054,42.16637263469042,8.325753950270816,0.5639255007075022,7.198894353909309,1.5897786452082012
2025-11-23,5.697035739111154,4.5957151619034295,2.9870821786054,40.866266142815554,6.204789313943259,0.36712095170913106,7.27237653738557,1.5334768482000958
2025-11-24,5.166285672825256,3.5514833873199723,2.9968344411359564,35.915247625708574,9.373937501909694,0.6903444390517068,7.2940956991705574,1.5221419727407648
2025-11-25,5.102622856827347,3.534917723029107,3.011209931881059,32.50811861990318,9.417453264904477,0.745811179562939,7.198894353909309,1.513877626964358
2025-11-26,5.065380040983425,3.5399506121827526,2.9870821786054,29.88102678164888,9.420954506245215,0.6789305605054108,7.2564106168839855,1.4986744291159253
2025-11-27,5.058530002403804,3.5531341351696755,2.9870821786054,31.796510531241893,9.385690392147893,0.6503483403591663,7.1949633086105305,1.4720053268580737
2025-11-28,5.073047605598988,3.5572270024183044,2.9870821786054,31.967655959651324,9.385690392147893,0.6649714471370698,8.033086044704357,1.5035545781622908
2025-11-29,5.722429565158297,4.297931757574213,2.9870821786054,41.711779464565076,8.325753950270816,0.5639255007075022,7.2564106168839855,1.5897786452082012
2025-11-30,5.692859581567188,4.5957151619034295,2.9870821786054,41.192977576377395,6.204789313943259,0.36712095170913106,7.27237653738557,1.5334768482000958
